store_id,sku,units_on_hand,units_in_transit,snapshot_date
S004,SKU0098,265,99,2026-08-29
S004,SKU0099,413,18,2026-08-29
S004,SKU0100,440,1,2026-08-29
S004,SKU0101,186,97,2026-08-29
S004,SKU0102,1,48,2026-08-29
S004,SKU0103,276,18,2026-08-29
S004,SKU0104,43,84,2026-08-29
S004,SKU0105,430,21,2026-08-29
S004,SKU0106,92,28,2026-08-29
S004,SKU0107,322,44,2026-08-29
S004,SKU0108,167,86,2026-08-29
S004,SKU0109,81,11,2026-08-29
S004,SKU0110,201,86,2026-08-29
S004,SKU0111,447,84,2026-08-29
S004,SKU0112,187,1,2026-08-29
S004,SKU0113,397,42,2026-08-29
S004,SKU0114,276,57,2026-08-29
S004,SKU0115,479,13,2026-08-29
S004,SKU0116,351,33,2026-08-29
S004,SKU0117,207,72,2026-08-29
S004,SKU0118,76,93,2026-08-29
S004,SKU0119,37,66,2026-08-29
S004,SKU0120,333,98,2026-08-29
S004,SKU0121,479,22,2026-08-29
S004,SKU0122,37,73,2026-08-29
S004,SKU0123,71,41,2026-08-29
S004,SKU0124,290,50,2026-08-29
S004,SKU0125,496,58,2026-08-29
S004,SKU0126,386,76,2026-08-29
S004,SKU0127,488,5,2026-08-29
S004,SKU0128,285,75,2026-08-29
S004,SKU0129,273,98,2026-08-29
S004,SKU0130,349,34,2026-08-29
S004,SKU0131,120,55,2026-08-29
S004,SKU0132,319,77,2026-08-29
S004,SKU0133,277,36,2026-08-29
S004,SKU0134,401,69,2026-08-29
S004,SKU0135,444,2,2026-08-29
S004,SKU0136,487,20,2026-08-29
S004,SKU0137,64,4,2026-08-29
S004,SKU0138,435,42,2026-08-29
S004,SKU0139,408,4,2026-08-29
S004,SKU0140,487,77,2026-08-29
S004,SKU0141,354,93,2026-08-29
S004,SKU0142,117,84,2026-08-29
S004,SKU0143,430,69,2026-08-29
S004,SKU0144,221,92,2026-08-29
S004,SKU0145,306,91,2026-08-29
S004,SKU0146,354,32,2026-08-29
S004,SKU0147,259,37,2026-08-29
S004,SKU0148,331,16,2026-08-29
S004,SKU0149,152,77,2026-08-29
S004,SKU0150,172,94,2026-08-29
S004,SKU0151,312,65,2026-08-29
S004,SKU0152,283,80,2026-08-29
S004,SKU0153,33,82,2026-08-29
S004,SKU0154,43,36,2026-08-29
S004,SKU0155,177,57,2026-08-29
S004,SKU0156,320,69,2026-08-29
S004,SKU0157,259,58,2026-08-29
S004,SKU0158,492,96,2026-08-29
S004,SKU0159,467,4,2026-08-29
S004,SKU0160,355,83,2026-08-29
S004,SKU0161,225,11,2026-08-29
S004,SKU0162,182,22,2026-08-29
S004,SKU0163,120,69,2026-08-29
S004,SKU0164,205,57,2026-08-29
S004,SKU0165,199,61,2026-08-29
S004,SKU0166,100,69,2026-08-29
S004,SKU0167,393,84,2026-08-29
S004,SKU0168,95,3,2026-08-29
S004,SKU0169,478,78,2026-08-29
S004,SKU0170,231,35,2026-08-29
S004,SKU0171,194,99,2026-08-29
S004,SKU0172,39,78,2026-08-29
S004,SKU0173,32,92,2026-08-29
S004,SKU0174,321,84,2026-08-29
S004,SKU0175,498,59,2026-08-29
S004,SKU0176,253,78,2026-08-29
S004,SKU0177,272,63,2026-08-29
S004,SKU0178,196,69,2026-08-29
S004,SKU0179,76,79,2026-08-29
S004,SKU0180,294,55,2026-08-29
S004,SKU0181,258,63,2026-08-29
S004,SKU0182,367,19,2026-08-29
S004,SKU0183,428,16,2026-08-29
S004,SKU0184,163,66,2026-08-29
S004,SKU0185,295,25,2026-08-29
S004,SKU0186,252,95,2026-08-29
S004,SKU0187,19,82,2026-08-29
S004,SKU0188,272,40,2026-08-29
S004,SKU0189,348,67,2026-08-29
S004,SKU0190,0,51,2026-08-29
S004,SKU0191,329,23,2026-08-29
S004,SKU0192,349,80,2026-08-29
S004,SKU0193,405,30,2026-08-29
S004,SKU0194,188,6,2026-08-29
S004,SKU0195,356,34,2026-08-29
S004,SKU0196,452,3,2026-08-29
S004,SKU0197,339,46,2026-08-29
S004,SKU0198,386,49,2026-08-29
S004,SKU0199,195,93,2026-08-29
S004,SKU0200,317,42,2026-08-29
S005,SKU0001,351,58,2026-08-29
S005,SKU0002,291,4,2026-08-29
S005,SKU0003,15,86,2026-08-29
S005,SKU0004,63,21,2026-08-29
S005,SKU0005,143,69,2026-08-29
S005,SKU0006,90,99,2026-08-29
S005,SKU0007,382,43,2026-08-29
S005,SKU0008,436,47,2026-08-29
S005,SKU0009,137,32,2026-08-29
S005,SKU0010,93,67,2026-08-29
S005,SKU0011,201,58,2026-08-29
S005,SKU0012,303,50,2026-08-29
S005,SKU0013,100,17,2026-08-29
S005,SKU0014,180,78,2026-08-29
S005,SKU0015,150,23,2026-08-29
S005,SKU0016,326,31,2026-08-29
S005,SKU0017,324,17,2026-08-29
S005,SKU0018,349,68,2026-08-29
S005,SKU0019,378,73,2026-08-29
S005,SKU0020,433,34,2026-08-29
S005,SKU0021,404,50,2026-08-29
S005,SKU0022,425,28,2026-08-29
S005,SKU0023,443,24,2026-08-29
S005,SKU0024,279,73,2026-08-29
S005,SKU0025,478,13,2026-08-29
S005,SKU0026,174,51,2026-08-29
S005,SKU0027,84,33,2026-08-29
S005,SKU0028,40,87,2026-08-29
S005,SKU0029,348,41,2026-08-29
S005,SKU0030,95,68,2026-08-29
S005,SKU0031,389,43,2026-08-29
S005,SKU0032,369,61,2026-08-29
S005,SKU0033,91,43,2026-08-29
S005,SKU0034,199,21,2026-08-29
S005,SKU0035,495,73,2026-08-29
S005,SKU0036,87,51,2026-08-29
S005,SKU0037,484,75,2026-08-29
S005,SKU0038,113,88,2026-08-29
S005,SKU0039,113,43,2026-08-29
S005,SKU0040,271,77,2026-08-29
S005,SKU0041,400,87,2026-08-29
S005,SKU0042,189,13,2026-08-29
S005,SKU0043,114,64,2026-08-29
S005,SKU0044,54,71,2026-08-29
S005,SKU0045,363,50,2026-08-29
S005,SKU0046,189,46,2026-08-29
S005,SKU0047,13,82,2026-08-29
S005,SKU0048,250,66,2026-08-29
S005,SKU0049,134,49,2026-08-29
S005,SKU0050,486,71,2026-08-29
S005,SKU0051,166,2,2026-08-29
S005,SKU0052,312,41,2026-08-29
S005,SKU0053,387,62,2026-08-29
S005,SKU0054,395,87,2026-08-29
S005,SKU0055,147,33,2026-08-29
S005,SKU0056,114,0,2026-08-29
S005,SKU0057,99,39,2026-08-29
S005,SKU0058,321,79,2026-08-29
S005,SKU0059,61,86,2026-08-29
S005,SKU0060,457,65,2026-08-29
S005,SKU0061,422,73,2026-08-29
S005,SKU0062,38,14,2026-08-29
S005,SKU0063,467,61,2026-08-29
S005,SKU0064,306,61,2026-08-29
S005,SKU0065,84,6,2026-08-29
S005,SKU0066,101,66,2026-08-29
S005,SKU0067,426,90,2026-08-29
S005,SKU0068,170,74,2026-08-29
S005,SKU0069,120,34,2026-08-29
S005,SKU0070,406,4,2026-08-29
S005,SKU0071,44,46,2026-08-29
S005,SKU0072,107,50,2026-08-29
S005,SKU0073,157,11,2026-08-29
S005,SKU0074,166,37,2026-08-29
S005,SKU0075,232,13,2026-08-29
S005,SKU0076,167,41,2026-08-29
S005,SKU0077,103,13,2026-08-29
S005,SKU0078,110,93,2026-08-29
S005,SKU0079,88,46,2026-08-29
S005,SKU0080,317,27,2026-08-29
S005,SKU0081,418,53,2026-08-29
S005,SKU0082,243,93,2026-08-29
S005,SKU0083,433,67,2026-08-29
S005,SKU0084,49,30,2026-08-29
S005,SKU0085,408,54,2026-08-29
S005,SKU0086,229,40,2026-08-29
S005,SKU0087,23,2,2026-08-29
S005,SKU0088,491,79,2026-08-29
S005,SKU0089,136,19,2026-08-29
S005,SKU0090,356,82,2026-08-29
S005,SKU0091,410,13,2026-08-29
S005,SKU0092,145,98,2026-08-29
S005,SKU0093,405,11,2026-08-29
S005,SKU0094,18,99,2026-08-29
S005,SKU0095,181,22,2026-08-29
S005,SKU0096,233,49,2026-08-29
S005,SKU0097,315,67,2026-08-29
S005,SKU0098,485,15,2026-08-29
S005,SKU0099,356,75,2026-08-29
S005,SKU0100,268,60,2026-08-29
S005,SKU0101,287,7,2026-08-29
S005,SKU0102,309,93,2026-08-29
S005,SKU0103,427,16,2026-08-29
S005,SKU0104,387,61,2026-08-29
S005,SKU0105,3,34,2026-08-29
S005,SKU0106,184,16,2026-08-29
S005,SKU0107,120,65,2026-08-29
S005,SKU0108,269,71,2026-08-29
S005,SKU0109,438,98,2026-08-29
S005,SKU0110,178,51,2026-08-29
S005,SKU0111,83,17,2026-08-29
S005,SKU0112,478,42,2026-08-29
S005,SKU0113,285,99,2026-08-29
S005,SKU0114,219,53,2026-08-29
S005,SKU0115,29,41,2026-08-29
S005,SKU0116,442,98,2026-08-29
S005,SKU0117,298,64,2026-08-29
S005,SKU0118,212,96,2026-08-29
S005,SKU0119,230,68,2026-08-29
S005,SKU0120,226,35,2026-08-29
S005,SKU0121,152,21,2026-08-29
S005,SKU0122,70,63,2026-08-29
S005,SKU0123,361,43,2026-08-29
S005,SKU0124,261,43,2026-08-29
S005,SKU0125,379,85,2026-08-29
S005,SKU0126,143,69,2026-08-29
S005,SKU0127,323,43,2026-08-29
S005,SKU0128,375,75,2026-08-29
S005,SKU0129,216,46,2026-08-29
S005,SKU0130,407,40,2026-08-29
S005,SKU0131,403,91,2026-08-29
S005,SKU0132,430,78,2026-08-29
S005,SKU0133,147,22,2026-08-29
S005,SKU0134,257,16,2026-08-29
S005,SKU0135,155,78,2026-08-29
S005,SKU0136,466,15,2026-08-29
S005,SKU0137,495,10,2026-08-29
S005,SKU0138,415,88,2026-08-29
S005,SKU0139,219,42,2026-08-29
S005,SKU0140,13,17,2026-08-29
S005,SKU0141,477,0,2026-08-29
S005,SKU0142,451,5,2026-08-29
S005,SKU0143,21,19,2026-08-29
S005,SKU0144,410,39,2026-08-29
S005,SKU0145,190,81,2026-08-29
S005,SKU0146,117,75,2026-08-29
S005,SKU0147,331,29,2026-08-29
S005,SKU0148,37,30,2026-08-29
S005,SKU0149,67,82,2026-08-29
S005,SKU0150,449,14,2026-08-29
S005,SKU0151,409,41,2026-08-29
S005,SKU0152,444,40,2026-08-29
S005,SKU0153,35,26,2026-08-29
S005,SKU0154,2,41,2026-08-29
S005,SKU0155,174,61,2026-08-29
S005,SKU0156,17,66,2026-08-29
S005,SKU0157,104,81,2026-08-29
S005,SKU0158,324,54,2026-08-29
S005,SKU0159,284,94,2026-08-29
S005,SKU0160,93,87,2026-08-29
S005,SKU0161,51,36,2026-08-29
S005,SKU0162,155,36,2026-08-29
S005,SKU0163,435,66,2026-08-29
S005,SKU0164,268,78,2026-08-29
S005,SKU0165,196,49,2026-08-29
S005,SKU0166,300,79,2026-08-29
S005,SKU0167,366,62,2026-08-29
S005,SKU0168,73,63,2026-08-29
S005,SKU0169,493,88,2026-08-29
S005,SKU0170,479,28,2026-08-29
S005,SKU0171,216,57,2026-08-29
S005,SKU0172,460,81,2026-08-29
S005,SKU0173,403,56,2026-08-29
S005,SKU0174,368,37,2026-08-29
S005,SKU0175,329,52,2026-08-29
S005,SKU0176,76,95,2026-08-29
S005,SKU0177,3,16,2026-08-29
S005,SKU0178,187,65,2026-08-29
S005,SKU0179,378,90,2026-08-29
S005,SKU0180,85,47,2026-08-29
S005,SKU0181,147,26,2026-08-29
S005,SKU0182,486,8,2026-08-29
S005,SKU0183,269,27,2026-08-29
S005,SKU0184,412,22,2026-08-29
S005,SKU0185,362,69,2026-08-29
S005,SKU0186,413,13,2026-08-29
S005,SKU0187,377,17,2026-08-29
S005,SKU0188,97,8,2026-08-29
S005,SKU0189,64,25,2026-08-29
S005,SKU0190,310,18,2026-08-29
S005,SKU0191,449,82,2026-08-29
S005,SKU0192,3,80,2026-08-29
S005,SKU0193,156,79,2026-08-29
S005,SKU0194,47,7,2026-08-29
S005,SKU0195,193,94,2026-08-29
S005,SKU0196,4,11,2026-08-29
S005,SKU0197,266,31,2026-08-29
S005,SKU0198,212,33,2026-08-29
S005,SKU0199,250,20,2026-08-29
S005,SKU0200,104,91,2026-08-29
S006,SKU0001,283,59,2026-08-29
S006,SKU0002,176,3,2026-08-29
S006,SKU0003,272,21,2026-08-29
S006,SKU0004,392,60,2026-08-29
S006,SKU0005,206,66,2026-08-29
S006,SKU0006,361,11,2026-08-29
S006,SKU0007,340,58,2026-08-29
S006,SKU0008,90,100,2026-08-29
S006,SKU0009,92,44,2026-08-29
S006,SKU0010,245,59,2026-08-29
S006,SKU0011,164,33,2026-08-29
S006,SKU0012,382,46,2026-08-29
S006,SKU0013,287,80,2026-08-29
S006,SKU0014,136,61,2026-08-29
S006,SKU0015,69,48,2026-08-29
S006,SKU0016,79,73,2026-08-29
S006,SKU0017,482,4,2026-08-29
S006,SKU0018,166,18,2026-08-29
S006,SKU0019,316,11,2026-08-29
S006,SKU0020,261,99,2026-08-29
S006,SKU0021,437,85,2026-08-29
S006,SKU0022,379,58,2026-08-29
S006,SKU0023,195,84,2026-08-29
S006,SKU0024,283,30,2026-08-29
S006,SKU0025,373,13,2026-08-29
S006,SKU0026,200,6,2026-08-29
S006,SKU0027,281,23,2026-08-29
S006,SKU0028,367,56,2026-08-29
S006,SKU0029,491,15,2026-08-29
S006,SKU0030,330,60,2026-08-29
S006,SKU0031,89,8,2026-08-29
S006,SKU0032,234,87,2026-08-29
S006,SKU0033,110,25,2026-08-29
S006,SKU0034,226,100,2026-08-29
S006,SKU0035,367,93,2026-08-29
S006,SKU0036,111,72,2026-08-29
S006,SKU0037,335,74,2026-08-29
S006,SKU0038,494,23,2026-08-29
S006,SKU0039,489,3,2026-08-29
S006,SKU0040,166,23,2026-08-29
S006,SKU0041,88,19,2026-08-29
S006,SKU0042,295,72,2026-08-29
S006,SKU0043,465,78,2026-08-29
S006,SKU0044,109,94,2026-08-29
S006,SKU0045,210,21,2026-08-29
S006,SKU0046,489,12,2026-08-29
S006,SKU0047,375,54,2026-08-29
S006,SKU0048,409,41,2026-08-29
S006,SKU0049,336,74,2026-08-29
S006,SKU0050,38,81,2026-08-29
S006,SKU0051,155,30,2026-08-29
S006,SKU0052,283,70,2026-08-29
S006,SKU0053,73,30,2026-08-29
S006,SKU0054,459,21,2026-08-29
S006,SKU0055,166,83,2026-08-29
S006,SKU0056,186,89,2026-08-29
S006,SKU0057,493,31,2026-08-29
S006,SKU0058,404,73,2026-08-29
S006,SKU0059,438,69,2026-08-29
S006,SKU0060,104,40,2026-08-29
S006,SKU0061,284,39,2026-08-29
S006,SKU0062,136,53,2026-08-29
S006,SKU0063,62,62,2026-08-29
S006,SKU0064,371,82,2026-08-29
S006,SKU0065,237,94,2026-08-29
S006,SKU0066,380,63,2026-08-29
S006,SKU0067,112,20,2026-08-29
S006,SKU0068,413,50,2026-08-29
S006,SKU0069,148,31,2026-08-29
S006,SKU0070,482,2,2026-08-29
S006,SKU0071,292,42,2026-08-29
S006,SKU0072,133,32,2026-08-29
S006,SKU0073,295,99,2026-08-29
S006,SKU0074,255,78,2026-08-29
S006,SKU0075,366,92,2026-08-29
S006,SKU0076,59,23,2026-08-29
S006,SKU0077,457,57,2026-08-29
S006,SKU0078,309,74,2026-08-29
S006,SKU0079,224,0,2026-08-29
S006,SKU0080,95,73,2026-08-29
S006,SKU0081,89,56,2026-08-29
S006,SKU0082,35,20,2026-08-29
S006,SKU0083,28,42,2026-08-29
S006,SKU0084,126,85,2026-08-29
S006,SKU0085,461,76,2026-08-29
S006,SKU0086,239,97,2026-08-29
S006,SKU0087,269,63,2026-08-29
S006,SKU0088,368,14,2026-08-29
S006,SKU0089,109,62,2026-08-29
S006,SKU0090,362,41,2026-08-29
S006,SKU0091,70,74,2026-08-29
S006,SKU0092,487,71,2026-08-29
S006,SKU0093,484,66,2026-08-29
S006,SKU0094,124,16,2026-08-29
S006,SKU0095,76,3,2026-08-29
S006,SKU0096,415,86,2026-08-29
S006,SKU0097,385,12,2026-08-29
S006,SKU0098,68,46,2026-08-29
S006,SKU0099,203,93,2026-08-29
S006,SKU0100,404,92,2026-08-29
S006,SKU0101,441,6,2026-08-29
S006,SKU0102,280,24,2026-08-29
S006,SKU0103,88,4,2026-08-29
S006,SKU0104,452,5,2026-08-29
S006,SKU0105,135,97,2026-08-29
S006,SKU0106,283,62,2026-08-29
S006,SKU0107,310,87,2026-08-29
S006,SKU0108,453,59,2026-08-29
S006,SKU0109,265,64,2026-08-29
S006,SKU0110,259,72,2026-08-29
S006,SKU0111,224,44,2026-08-29
S006,SKU0112,350,26,2026-08-29
S006,SKU0113,354,94,2026-08-29
S006,SKU0114,369,90,2026-08-29
S006,SKU0115,449,47,2026-08-29
S006,SKU0116,341,65,2026-08-29
S006,SKU0117,182,23,2026-08-29
S006,SKU0118,121,81,2026-08-29
S006,SKU0119,273,50,2026-08-29
S006,SKU0120,473,7,2026-08-29
S006,SKU0121,408,96,2026-08-29
S006,SKU0122,404,98,2026-08-29
S006,SKU0123,20,25,2026-08-29
S006,SKU0124,8,35,2026-08-29
S006,SKU0125,500,38,2026-08-29
S006,SKU0126,120,49,2026-08-29
S006,SKU0127,330,10,2026-08-29
S006,SKU0128,417,73,2026-08-29
S006,SKU0129,437,73,2026-08-29
S006,SKU0130,164,14,2026-08-29
S006,SKU0131,235,8,2026-08-29
S006,SKU0132,177,20,2026-08-29
S006,SKU0133,488,26,2026-08-29
S006,SKU0134,446,93,2026-08-29
S006,SKU0135,292,11,2026-08-29
S006,SKU0136,11,99,2026-08-29
S006,SKU0137,76,82,2026-08-29
S006,SKU0138,295,21,2026-08-29
S006,SKU0139,398,93,2026-08-29
S006,SKU0140,482,75,2026-08-29
S006,SKU0141,383,44,2026-08-29
S006,SKU0142,339,3,2026-08-29
S006,SKU0143,47,38,2026-08-29
S006,SKU0144,101,61,2026-08-29
S006,SKU0145,141,83,2026-08-29
S006,SKU0146,444,94,2026-08-29
S006,SKU0147,261,24,2026-08-29
S006,SKU0148,29,78,2026-08-29
S006,SKU0149,421,25,2026-08-29
S006,SKU0150,466,0,2026-08-29
S006,SKU0151,295,53,2026-08-29
S006,SKU0152,240,10,2026-08-29
S006,SKU0153,107,87,2026-08-29
S006,SKU0154,303,63,2026-08-29
S006,SKU0155,47,77,2026-08-29
S006,SKU0156,495,14,2026-08-29
S006,SKU0157,74,50,2026-08-29
S006,SKU0158,24,81,2026-08-29
S006,SKU0159,77,93,2026-08-29
S006,SKU0160,77,14,2026-08-29
S006,SKU0161,106,20,2026-08-29
S006,SKU0162,60,87,2026-08-29
S006,SKU0163,473,89,2026-08-29
S006,SKU0164,491,58,2026-08-29
S006,SKU0165,209,59,2026-08-29
S006,SKU0166,385,84,2026-08-29
S006,SKU0167,71,6,2026-08-29
S006,SKU0168,58,77,2026-08-29
S006,SKU0169,394,95,2026-08-29
S006,SKU0170,344,11,2026-08-29
S006,SKU0171,59,14,2026-08-29
S006,SKU0172,195,51,2026-08-29
S006,SKU0173,53,16,2026-08-29
S006,SKU0174,467,23,2026-08-29
S006,SKU0175,21,15,2026-08-29
S006,SKU0176,316,92,2026-08-29
S006,SKU0177,16,57,2026-08-29
S006,SKU0178,69,92,2026-08-29
S006,SKU0179,175,84,2026-08-29
S006,SKU0180,380,67,2026-08-29
S006,SKU0181,389,56,2026-08-29
S006,SKU0182,477,31,2026-08-29
S006,SKU0183,101,79,2026-08-29
S006,SKU0184,382,93,2026-08-29
S006,SKU0185,109,4,2026-08-29
S006,SKU0186,150,73,2026-08-29
S006,SKU0187,98,55,2026-08-29
S006,SKU0188,194,43,2026-08-29
S006,SKU0189,106,68,2026-08-29
S006,SKU0190,6,84,2026-08-29
S006,SKU0191,91,58,2026-08-29
S006,SKU0192,333,85,2026-08-29
S006,SKU0193,415,38,2026-08-29
S006,SKU0194,397,66,2026-08-29
S006,SKU0195,53,19,2026-08-29
S006,SKU0196,391,100,2026-08-29
S006,SKU0197,144,22,2026-08-29
S006,SKU0198,51,11,2026-08-29
S006,SKU0199,145,2,2026-08-29
S006,SKU0200,404,71,2026-08-29
S007,SKU0001,349,50,2026-08-29
S007,SKU0002,320,67,2026-08-29
S007,SKU0003,71,43,2026-08-29
S007,SKU0004,440,1,2026-08-29
S007,SKU0005,295,85,2026-08-29
S007,SKU0006,167,17,2026-08-29
S007,SKU0007,76,76,2026-08-29
S007,SKU0008,146,48,2026-08-29
S007,SKU0009,65,2,2026-08-29
S007,SKU0010,430,75,2026-08-29
S007,SKU0011,99,89,2026-08-29
S007,SKU0012,433,46,2026-08-29
S007,SKU0013,495,44,2026-08-29
S007,SKU0014,369,48,2026-08-29
S007,SKU0015,429,8,2026-08-29
S007,SKU0016,414,94,2026-08-29
S007,SKU0017,376,83,2026-08-29
S007,SKU0018,0,27,2026-08-29
S007,SKU0019,366,85,2026-08-29
S007,SKU0020,291,76,2026-08-29
S007,SKU0021,176,16,2026-08-29
S007,SKU0022,398,88,2026-08-29
S007,SKU0023,298,63,2026-08-29
S007,SKU0024,421,2,2026-08-29
S007,SKU0025,397,12,2026-08-29
S007,SKU0026,117,58,2026-08-29
S007,SKU0027,60,18,2026-08-29
S007,SKU0028,141,24,2026-08-29
S007,SKU0029,217,45,2026-08-29
S007,SKU0030,281,41,2026-08-29
S007,SKU0031,276,46,2026-08-29
S007,SKU0032,198,39,2026-08-29
S007,SKU0033,390,16,2026-08-29
S007,SKU0034,108,3,2026-08-29
S007,SKU0035,132,9,2026-08-29
S007,SKU0036,454,95,2026-08-29
S007,SKU0037,398,19,2026-08-29
S007,SKU0038,13,18,2026-08-29
S007,SKU0039,246,6,2026-08-29
S007,SKU0040,216,15,2026-08-29
S007,SKU0041,185,78,2026-08-29
S007,SKU0042,82,61,2026-08-29
S007,SKU0043,118,71,2026-08-29
S007,SKU0044,253,35,2026-08-29
S007,SKU0045,30,21,2026-08-29
S007,SKU0046,306,79,2026-08-29
S007,SKU0047,31,56,2026-08-29
S007,SKU0048,368,92,2026-08-29
S007,SKU0049,493,10,2026-08-29
S007,SKU0050,220,54,2026-08-29
S007,SKU0051,441,75,2026-08-29
S007,SKU0052,11,52,2026-08-29
S007,SKU0053,116,16,2026-08-29
S007,SKU0054,64,36,2026-08-29
S007,SKU0055,271,83,2026-08-29
S007,SKU0056,483,13,2026-08-29
S007,SKU0057,175,40,2026-08-29
S007,SKU0058,133,20,2026-08-29
S007,SKU0059,423,87,2026-08-29
S007,SKU0060,323,82,2026-08-29
S007,SKU0061,3,28,2026-08-29
S007,SKU0062,359,90,2026-08-29
S007,SKU0063,443,36,2026-08-29
S007,SKU0064,16,31,2026-08-29
S007,SKU0065,30,15,2026-08-29
S007,SKU0066,8,78,2026-08-29
S007,SKU0067,185,51,2026-08-29
S007,SKU0068,489,63,2026-08-29
S007,SKU0069,288,98,2026-08-29
S007,SKU0070,327,57,2026-08-29
S007,SKU0071,188,54,2026-08-29
S007,SKU0072,457,100,2026-08-29
S007,SKU0073,157,79,2026-08-29
S007,SKU0074,33,47,2026-08-29
S007,SKU0075,226,75,2026-08-29
S007,SKU0076,346,99,2026-08-29
S007,SKU0077,178,47,2026-08-29
S007,SKU0078,145,54,2026-08-29
S007,SKU0079,431,22,2026-08-29
S007,SKU0080,484,31,2026-08-29
S007,SKU0081,128,61,2026-08-29
S007,SKU0082,430,13,2026-08-29
S007,SKU0083,70,32,2026-08-29
S007,SKU0084,236,55,2026-08-29
S007,SKU0085,1,14,2026-08-29
S007,SKU0086,22,71,2026-08-29
S007,SKU0087,30,98,2026-08-29
S007,SKU0088,60,100,2026-08-29
S007,SKU0089,263,15,2026-08-29
S007,SKU0090,19,26,2026-08-29
S007,SKU0091,13,94,2026-08-29
S007,SKU0092,405,52,2026-08-29
S007,SKU0093,283,29,2026-08-29
S007,SKU0094,51,57,2026-08-29
S007,SKU0095,204,35,2026-08-29
S007,SKU0096,390,11,2026-08-29
S007,SKU0097,250,20,2026-08-29
S007,SKU0098,216,66,2026-08-29
S007,SKU0099,21,69,2026-08-29
S007,SKU0100,6,66,2026-08-29
S007,SKU0101,49,93,2026-08-29
S007,SKU0102,343,46,2026-08-29
S007,SKU0103,229,13,2026-08-29
S007,SKU0104,75,75,2026-08-29
S007,SKU0105,15,92,2026-08-29
S007,SKU0106,55,43,2026-08-29
S007,SKU0107,360,7,2026-08-29
S007,SKU0108,237,10,2026-08-29
S007,SKU0109,100,65,2026-08-29
S007,SKU0110,21,52,2026-08-29
S007,SKU0111,231,13,2026-08-29
S007,SKU0112,126,6,2026-08-29
S007,SKU0113,236,91,2026-08-29
S007,SKU0114,117,42,2026-08-29
S007,SKU0115,40,6,2026-08-29
S007,SKU0116,416,36,2026-08-29
S007,SKU0117,184,67,2026-08-29
S007,SKU0118,488,35,2026-08-29
S007,SKU0119,251,38,2026-08-29
S007,SKU0120,102,51,2026-08-29
S007,SKU0121,89,14,2026-08-29
S007,SKU0122,360,25,2026-08-29
S007,SKU0123,12,2,2026-08-29
S007,SKU0124,289,55,2026-08-29
S007,SKU0125,93,44,2026-08-29
S007,SKU0126,272,67,2026-08-29
S007,SKU0127,346,45,2026-08-29
S007,SKU0128,228,54,2026-08-29
S007,SKU0129,360,54,2026-08-29
S007,SKU0130,305,32,2026-08-29
S007,SKU0131,254,3,2026-08-29
S007,SKU0132,104,15,2026-08-29
S007,SKU0133,287,0,2026-08-29
S007,SKU0134,170,25,2026-08-29
S007,SKU0135,343,99,2026-08-29
S007,SKU0136,102,77,2026-08-29
S007,SKU0137,206,20,2026-08-29
S007,SKU0138,421,56,2026-08-29
S007,SKU0139,472,32,2026-08-29
S007,SKU0140,429,55,2026-08-29
S007,SKU0141,455,50,2026-08-29
S007,SKU0142,223,19,2026-08-29
S007,SKU0143,40,45,2026-08-29
S007,SKU0144,299,8,2026-08-29
S007,SKU0145,268,30,2026-08-29
S007,SKU0146,425,17,2026-08-29
S007,SKU0147,358,60,2026-08-29
S007,SKU0148,9,4,2026-08-29
S007,SKU0149,29,34,2026-08-29
S007,SKU0150,206,53,2026-08-29
S007,SKU0151,217,12,2026-08-29
S007,SKU0152,159,42,2026-08-29
S007,SKU0153,320,75,2026-08-29
S007,SKU0154,12,96,2026-08-29
S007,SKU0155,34,14,2026-08-29
S007,SKU0156,25,57,2026-08-29
S007,SKU0157,301,62,2026-08-29
S007,SKU0158,341,59,2026-08-29
S007,SKU0159,63,32,2026-08-29
S007,SKU0160,19,2,2026-08-29
S007,SKU0161,383,83,2026-08-29
S007,SKU0162,134,74,2026-08-29
S007,SKU0163,120,69,2026-08-29
S007,SKU0164,393,70,2026-08-29
S007,SKU0165,34,91,2026-08-29
S007,SKU0166,288,96,2026-08-29
S007,SKU0167,358,90,2026-08-29
S007,SKU0168,323,89,2026-08-29
S007,SKU0169,138,73,2026-08-29
S007,SKU0170,1,40,2026-08-29
S007,SKU0171,127,85,2026-08-29
S007,SKU0172,362,8,2026-08-29
S007,SKU0173,162,100,2026-08-29
S007,SKU0174,88,5,2026-08-29
S007,SKU0175,130,78,2026-08-29
S007,SKU0176,311,64,2026-08-29
S007,SKU0177,19,75,2026-08-29
S007,SKU0178,152,82,2026-08-29
S007,SKU0179,425,76,2026-08-29
S007,SKU0180,420,63,2026-08-29
S007,SKU0181,475,50,2026-08-29
S007,SKU0182,401,77,2026-08-29
S007,SKU0183,270,63,2026-08-29
S007,SKU0184,327,28,2026-08-29
S007,SKU0185,331,8,2026-08-29
S007,SKU0186,101,59,2026-08-29
S007,SKU0187,302,56,2026-08-29
S007,SKU0188,350,15,2026-08-29
S007,SKU0189,416,53,2026-08-29
S007,SKU0190,195,77,2026-08-29
S007,SKU0191,284,95,2026-08-29
S007,SKU0192,149,13,2026-08-29
S007,SKU0193,210,48,2026-08-29
S007,SKU0194,489,12,2026-08-29
S007,SKU0195,76,27,2026-08-29
